InvoiceNo,InvoiceDate,DealerName,PaymentDate
100698,02-01-2020,1106,02-03-2020
100699,30-01-2020,1326,05-03-2020
100700,09-01-2020,1598,03-03-2020
100701,12-01-2020,1103,21-02-2020
100702,21-01-2020,1608,29-01-2020
100703,06-01-2020,1473,21-01-2020
100704,14-01-2020,1264,08-03-2020
100705,13-01-2020,1012,04-03-2020
100706,01-01-2020,1255,01-02-2020
100707,17-01-2020,1283,10-03-2020
100708,19-01-2020,1475,11-02-2020
100709,14-01-2020,1324,02-03-2020
100710,27-01-2020,1530,12-02-2020
100711,30-01-2020,1183,22-03-2020
100712,10-01-2020,1146,31-01-2020
100713,09-01-2020,1527,04-02-2020
100714,07-01-2020,1296,18-01-2020
100715,01-01-2020,1129,08-01-2020
100716,16-01-2020,1163,29-02-2020
100717,28-01-2020,1251,27-03-2020
100718,03-01-2020,1373,24-02-2020
100719,16-01-2020,1374,11-02-2020
100720,22-01-2020,1256,28-02-2020
100721,11-01-2020,1097,30-01-2020
100722,24-01-2020,1394,13-02-2020
100723,31-01-2020,1346,11-02-2020
100724,24-01-2020,1457,19-03-2020
100725,09-01-2020,1462,01-02-2020
100726,01-01-2020,1353,23-01-2020
100727,17-01-2020,1126,14-02-2020
100728,14-01-2020,1162,12-03-2020
100729,03-01-2020,1513,20-02-2020
100730,12-01-2020,1425,07-03-2020
100731,19-01-2020,1205,17-03-2020
100732,26-01-2020,1562,03-03-2020
100733,11-01-2020,1207,04-03-2020
100734,08-01-2020,1296,31-01-2020
100735,30-01-2020,1192,15-03-2020
100736,03-01-2020,1285,06-02-2020
100737,15-01-2020,1239,19-02-2020
100738,04-01-2020,1540,29-01-2020
100739,09-01-2020,1241,01-02-2020
100740,23-01-2020,1420,15-02-2020
100741,15-01-2020,1081,21-02-2020
100742,21-01-2020,1259,03-02-2020
100743,08-01-2020,1106,30-01-2020
100744,07-01-2020,1579,31-01-2020
100745,05-01-2020,1477,05-03-2020
100746,16-01-2020,1304,08-03-2020
100747,07-01-2020,1110,03-03-2020
100748,29-01-2020,1267,27-03-2020
100749,26-01-2020,1362,03-03-2020
100750,04-01-2020,1316,21-01-2020
100751,17-01-2020,1283,13-03-2020
100752,10-01-2020,1411,14-02-2020
100753,23-01-2020,1397,31-01-2020
100754,27-01-2020,1047,14-03-2020
100755,29-01-2020,1228,03-03-2020
100756,10-01-2020,1017,18-02-2020
100757,26-01-2020,1630,22-02-2020
100758,19-01-2020,1051,27-02-2020
100759,16-01-2020,1252,01-02-2020
100760,18-01-2020,1299,07-02-2020
100761,11-01-2020,1477,07-03-2020
100762,28-01-2020,1310,26-02-2020
100763,08-01-2020,1369,30-01-2020
100764,30-01-2020,1179,27-03-2020
100765,16-01-2020,1625,06-02-2020
100766,04-01-2020,1023,20-01-2020
100767,15-01-2020,1490,03-02-2020
100768,29-01-2020,1502,09-03-2020
100769,20-01-2020,1389,09-03-2020
100770,13-01-2020,1155,26-02-2020
100771,08-01-2020,1369,15-02-2020
100772,29-01-2020,1147,28-03-2020
100773,23-01-2020,1107,03-03-2020
100774,26-01-2020,1007,10-02-2020
100775,12-01-2020,1059,05-02-2020
100776,02-01-2020,1185,08-02-2020
100777,04-01-2020,1484,26-01-2020
100778,02-01-2020,1363,28-01-2020
100779,28-01-2020,1286,29-02-2020
100780,24-01-2020,1354,08-03-2020
100781,22-01-2020,1103,01-03-2020
100782,27-01-2020,1544,23-02-2020
100783,03-01-2020,1512,21-02-2020
100784,19-01-2020,1563,23-02-2020
100785,24-01-2020,1073,21-02-2020
100786,09-01-2020,1002,03-02-2020
100787,04-01-2020,1127,28-01-2020
100788,24-01-2020,1067,05-03-2020
100789,06-01-2020,1478,23-02-2020
100790,23-01-2020,1188,30-01-2020
100791,09-01-2020,1166,02-03-2020
100792,19-01-2020,1323,19-02-2020
100793,05-01-2020,1400,28-02-2020
100794,12-01-2020,1482,04-03-2020
100795,18-01-2020,1530,02-03-2020
100796,12-01-2020,1034,26-02-2020
100797,13-01-2020,1136,10-02-2020
100798,06-01-2020,1216,17-02-2020
100799,07-01-2020,1045,05-03-2020
100800,28-01-2020,1565,15-03-2020
100801,18-01-2020,1214,09-03-2020
100802,22-01-2020,1133,21-03-2020
100803,19-01-2020,1481,11-02-2020
100804,15-01-2020,1214,15-03-2020
100805,20-01-2020,1614,28-01-2020
100806,13-01-2020,1145,03-03-2020
100807,05-01-2020,1438,12-02-2020
100808,11-01-2020,1037,19-02-2020
100809,30-01-2020,1313,23-02-2020
100810,07-01-2020,1227,20-01-2020
100811,21-01-2020,1119,09-03-2020
100812,20-01-2020,1513,12-03-2020
100813,10-01-2020,1243,11-02-2020
100814,25-01-2020,1202,17-03-2020
100815,23-01-2020,1643,18-03-2020
100816,04-01-2020,1613,12-02-2020
100817,09-01-2020,1351,31-01-2020
100818,24-01-2020,1024,13-02-2020
100819,06-01-2020,1131,18-02-2020
100820,02-01-2020,1548,25-01-2020
100821,17-01-2020,1477,29-02-2020
100822,03-01-2020,1504,17-01-2020
100823,26-01-2020,1369,23-02-2020
100824,17-01-2020,1318,15-02-2020
100825,03-01-2020,1027,19-02-2020
100826,26-01-2020,1558,18-03-2020
100827,29-01-2020,1307,23-03-2020
100828,17-01-2020,1530,19-02-2020
100829,06-01-2020,1630,22-01-2020
100830,02-01-2020,1395,01-03-2020
100831,26-01-2020,1274,02-02-2020
100832,30-01-2020,1214,23-03-2020
100833,02-01-2020,1335,17-01-2020
100834,17-01-2020,1393,05-03-2020
100835,20-01-2020,1542,11-02-2020
100836,29-01-2020,1371,13-03-2020
100837,30-01-2020,1567,08-03-2020
100838,20-01-2020,1225,13-02-2020
100839,17-01-2020,1378,21-02-2020
100840,02-01-2020,1253,03-02-2020
100841,21-01-2020,1621,16-02-2020
100842,07-01-2020,1620,07-03-2020
100843,18-01-2020,1164,09-03-2020
100844,24-01-2020,1001,13-03-2020
100845,17-01-2020,1051,15-03-2020
100846,01-01-2020,1382,12-02-2020
100847,29-01-2020,1598,09-02-2020
100848,08-01-2020,1510,17-01-2020
100849,30-01-2020,1259,17-02-2020
100850,25-01-2020,1353,07-02-2020
100851,28-01-2020,1392,16-03-2020
100852,29-01-2020,1565,25-02-2020
100853,04-01-2020,1471,14-02-2020
100854,27-01-2020,1029,07-03-2020
100855,02-01-2020,1415,20-02-2020
100856,28-01-2020,1149,28-03-2020
100857,07-01-2020,1275,07-03-2020
100858,28-01-2020,1098,10-02-2020
100859,24-01-2020,1555,19-03-2020
100860,09-01-2020,1632,19-02-2020
100861,07-01-2020,1609,20-02-2020
100862,27-01-2020,1230,08-03-2020
100863,09-01-2020,1016,14-02-2020
100864,31-01-2020,1645,07-03-2020
100865,20-01-2020,1001,27-02-2020
100866,11-01-2020,1263,24-01-2020
100867,13-01-2020,1085,22-02-2020
100868,17-01-2020,1442,28-01-2020
100869,23-01-2020,1398,11-02-2020
100870,02-01-2020,1016,24-02-2020
100871,07-01-2020,1042,23-02-2020
100872,28-01-2020,1344,08-02-2020
100873,23-01-2020,1046,03-02-2020
100874,23-01-2020,1101,05-03-2020
100875,10-01-2020,1541,08-02-2020
100876,23-01-2020,1280,01-02-2020
100877,22-01-2020,1160,30-01-2020
100878,01-01-2020,1188,28-01-2020
100879,15-01-2020,1225,02-03-2020
100880,01-01-2020,1235,24-01-2020
100881,29-01-2020,1334,25-02-2020
100882,06-01-2020,1429,27-02-2020
100883,02-01-2020,1534,19-02-2020
100884,04-01-2020,1487,12-02-2020
100885,08-01-2020,1430,12-02-2020
100886,04-01-2020,1565,17-01-2020
100887,02-01-2020,1549,23-02-2020
100888,13-01-2020,1587,29-02-2020
100889,21-01-2020,1182,09-03-2020
100890,16-01-2020,1285,01-03-2020
100891,16-01-2020,1353,04-02-2020
100892,11-01-2020,1340,28-01-2020
100893,13-01-2020,1625,28-01-2020
100894,12-01-2020,1421,16-02-2020
100895,26-01-2020,1321,09-03-2020
100896,07-01-2020,1076,07-02-2020
100897,01-01-2020,1120,08-02-2020
100898,10-01-2020,1118,20-02-2020
100899,29-01-2020,1275,10-02-2020
100900,18-01-2020,1071,27-01-2020
100901,27-01-2020,1194,08-02-2020
100902,21-01-2020,1233,23-02-2020
100903,12-01-2020,1204,06-02-2020
100904,16-01-2020,1367,08-02-2020
100905,20-01-2020,1260,07-02-2020
100906,26-01-2020,1018,26-02-2020
100907,20-01-2020,1312,23-02-2020
100908,24-01-2020,1250,17-03-2020
100909,16-01-2020,1473,20-02-2020
100910,25-01-2020,1386,21-03-2020
100911,05-01-2020,1281,25-01-2020
100912,05-01-2020,1130,12-02-2020
100913,13-01-2020,1613,27-01-2020
100914,03-01-2020,1054,08-02-2020
100915,12-01-2020,1610,10-03-2020
100916,03-01-2020,1099,18-02-2020
100917,26-01-2020,1269,15-02-2020
100918,11-01-2020,1225,30-01-2020
100919,06-01-2020,1139,27-02-2020
100920,19-01-2020,1039,16-03-2020
100921,27-01-2020,1028,05-02-2020
100922,27-01-2020,1166,28-02-2020
100923,02-01-2020,1129,23-01-2020
100924,10-01-2020,1179,24-01-2020
100925,18-01-2020,1629,05-03-2020
100926,31-01-2020,1599,28-03-2020
100927,13-01-2020,1365,26-01-2020
100928,28-01-2020,1236,21-03-2020
100929,07-01-2020,1629,03-02-2020
100930,10-01-2020,1269,02-03-2020
100931,11-01-2020,1085,10-03-2020
100932,28-01-2020,1603,05-02-2020
100933,23-01-2020,1537,10-03-2020
100934,30-01-2020,1445,18-03-2020
100935,21-01-2020,1262,19-02-2020
100936,23-01-2020,1347,31-01-2020
100937,18-01-2020,1578,01-03-2020
100938,18-01-2020,1104,25-02-2020
100939,28-01-2020,1163,02-03-2020
100940,09-01-2020,1517,17-02-2020
100941,01-01-2020,1301,23-02-2020
100942,20-01-2020,1482,08-02-2020
100943,03-01-2020,1449,29-01-2020
100944,29-01-2020,1261,28-03-2020
100945,20-01-2020,1128,01-02-2020
100946,31-01-2020,1477,29-02-2020
100947,19-01-2020,1503,29-02-2020
100948,08-01-2020,1369,23-01-2020
100949,01-01-2020,1400,15-01-2020
100950,15-01-2020,1178,02-02-2020
100951,31-01-2020,1223,15-03-2020
100952,04-01-2020,1173,26-01-2020
100953,10-01-2020,1125,21-01-2020
100954,05-01-2020,1409,18-02-2020
100955,07-01-2020,1192,24-02-2020
100956,24-01-2020,1429,02-02-2020
100957,14-01-2020,1546,05-02-2020
100958,11-01-2020,1392,28-02-2020
100959,03-01-2020,1290,23-02-2020
100960,19-01-2020,1499,25-02-2020
100961,03-01-2020,1586,20-01-2020
100962,03-01-2020,1107,03-02-2020
100963,09-01-2020,1483,21-02-2020
100964,23-01-2020,1132,07-03-2020
100965,17-01-2020,1137,18-02-2020
100966,29-01-2020,1256,24-02-2020
100967,19-01-2020,1606,11-02-2020
100968,19-01-2020,1460,09-03-2020
100969,23-01-2020,1001,30-01-2020
100970,20-01-2020,1258,04-03-2020
100971,05-01-2020,1145,27-02-2020
100972,14-01-2020,1165,22-02-2020
100973,20-01-2020,1342,07-03-2020
100974,26-01-2020,1412,20-02-2020
100975,20-01-2020,1326,16-02-2020
100976,28-01-2020,1597,06-03-2020
100977,23-01-2020,1544,19-02-2020
100978,18-01-2020,1098,03-02-2020
100979,20-01-2020,1619,17-02-2020
100980,29-01-2020,1064,13-03-2020
100981,03-01-2020,1119,21-01-2020
100982,06-01-2020,1344,15-01-2020
100983,22-01-2020,1622,06-03-2020
100984,06-01-2020,1487,06-03-2020
100985,24-01-2020,1325,07-02-2020
100986,08-01-2020,1361,02-02-2020
100987,05-01-2020,1123,22-01-2020
100988,09-01-2020,1156,15-02-2020
100989,30-01-2020,1620,19-03-2020
100990,09-01-2020,1385,27-01-2020
100991,07-01-2020,1487,25-01-2020
100992,16-01-2020,1198,16-02-2020
100993,02-01-2020,1123,16-02-2020
100994,10-01-2020,1647,22-01-2020
100995,29-01-2020,1430,28-02-2020
100996,20-01-2020,1316,07-03-2020
100997,26-01-2020,1330,05-02-2020
100998,05-01-2020,1527,18-02-2020
100999,16-01-2020,1587,09-03-2020
101000,30-01-2020,1132,25-02-2020
101001,15-01-2020,1145,18-02-2020
101002,13-01-2020,1106,27-02-2020
101003,04-01-2020,1399,01-03-2020
101004,28-01-2020,1403,15-02-2020
101005,03-01-2020,1178,23-01-2020
101006,25-01-2020,1043,20-02-2020
101007,17-01-2020,1271,08-02-2020
101008,05-01-2020,1217,20-02-2020
101009,26-01-2020,1275,20-02-2020
101010,05-01-2020,1468,07-02-2020
101011,27-01-2020,1049,07-02-2020
101012,18-01-2020,1477,11-03-2020
101013,14-01-2020,1638,06-03-2020
101014,28-01-2020,1479,21-02-2020
101015,11-01-2020,1296,29-01-2020
101016,22-01-2020,1108,24-02-2020
101017,05-01-2020,1571,10-02-2020
101018,26-01-2020,1281,18-03-2020
101019,02-01-2020,1250,06-02-2020
101020,17-01-2020,1058,09-02-2020
101021,02-01-2020,1456,24-01-2020
101022,06-01-2020,1463,26-02-2020
101023,31-01-2020,1478,22-02-2020
101024,03-01-2020,1522,03-03-2020
101025,10-01-2020,1021,23-01-2020
101026,16-01-2020,1127,10-03-2020
101027,06-01-2020,1379,14-01-2020
101028,13-01-2020,1565,05-02-2020
101029,25-01-2020,1042,05-03-2020
101030,08-01-2020,1639,25-02-2020
101031,28-01-2020,1510,21-02-2020
101032,29-01-2020,1131,03-03-2020
101033,05-01-2020,1264,08-02-2020
101034,22-01-2020,1009,14-02-2020
101035,31-01-2020,1551,02-03-2020
101036,15-01-2020,1265,05-03-2020
101037,07-01-2020,1469,31-01-2020
101038,26-01-2020,1026,09-03-2020
101039,17-01-2020,1374,19-02-2020
101040,29-01-2020,1407,15-03-2020
101041,13-01-2020,1048,09-03-2020
101042,24-01-2020,1207,19-03-2020
101043,29-01-2020,1060,11-02-2020
101044,16-01-2020,1607,14-02-2020
101045,03-01-2020,1446,31-01-2020
101046,07-01-2020,1473,16-02-2020
101047,25-01-2020,1267,18-03-2020
101048,23-01-2020,1069,20-02-2020
101049,13-01-2020,1105,21-02-2020
101050,22-01-2020,1257,15-02-2020
101051,07-01-2020,1539,24-01-2020
101052,18-01-2020,1357,15-02-2020
101053,06-01-2020,1530,06-03-2020
101054,31-01-2020,1197,26-03-2020
101055,02-01-2020,1272,01-02-2020
101056,20-01-2020,1322,29-02-2020
101057,24-01-2020,1623,03-03-2020
101058,03-01-2020,1630,19-01-2020
101059,21-01-2020,1052,04-03-2020
101060,18-01-2020,1393,17-03-2020
101061,14-01-2020,1494,25-01-2020
101062,25-01-2020,1431,24-03-2020
101063,11-01-2020,1367,24-02-2020
101064,10-01-2020,1005,09-03-2020
101065,12-01-2020,1304,27-01-2020
101066,26-01-2020,1067,24-03-2020
101067,05-01-2020,1286,15-01-2020
101068,27-01-2020,1362,02-03-2020
101069,07-01-2020,1460,20-02-2020
101070,06-01-2020,1313,14-02-2020
101071,21-01-2020,1178,18-03-2020
101072,13-01-2020,1528,05-02-2020
101073,06-01-2020,1581,19-01-2020
101074,10-01-2020,1045,22-02-2020
101075,05-01-2020,1136,12-02-2020
101076,11-01-2020,1137,06-03-2020
101077,03-01-2020,1051,01-02-2020
101078,20-01-2020,1361,06-03-2020
101079,05-01-2020,1051,26-02-2020
101080,05-01-2020,1118,25-01-2020
101081,02-01-2020,1108,18-01-2020
101082,29-01-2020,1257,22-03-2020
101083,14-01-2020,1270,15-02-2020
101084,05-01-2020,1536,25-01-2020
101085,08-01-2020,1604,02-02-2020
101086,27-01-2020,1376,18-02-2020
101087,24-01-2020,1236,13-02-2020
101088,09-01-2020,1354,27-01-2020
101089,15-01-2020,1137,13-03-2020
101090,16-01-2020,1466,10-02-2020
101091,20-01-2020,1643,28-01-2020
101092,31-01-2020,1355,18-03-2020
101093,31-01-2020,1497,06-03-2020
101094,21-01-2020,1091,23-02-2020
101095,20-01-2020,1132,20-03-2020
101096,26-01-2020,1380,05-03-2020
101097,10-01-2020,1470,06-03-2020
101098,11-01-2020,1232,04-02-2020
101099,12-01-2020,1332,08-02-2020
101100,09-01-2020,1544,24-02-2020
101101,04-01-2020,1065,20-02-2020
101102,13-01-2020,1475,12-03-2020
101103,03-01-2020,1113,13-02-2020
101104,24-01-2020,1312,10-03-2020
101105,12-01-2020,1377,01-03-2020
101106,22-01-2020,1202,09-03-2020
101107,12-01-2020,1124,13-02-2020
101108,02-01-2020,1063,28-02-2020
101109,31-01-2020,1236,12-02-2020
101110,11-01-2020,1499,21-02-2020
101111,30-01-2020,1015,19-03-2020
101112,01-01-2020,1058,09-01-2020
101113,28-01-2020,1275,22-03-2020
101114,21-01-2020,1395,09-03-2020
101115,15-01-2020,1415,15-03-2020
101116,04-01-2020,1383,10-02-2020
101117,14-01-2020,1284,05-02-2020
101118,24-01-2020,1467,24-03-2020
101119,25-01-2020,1612,17-02-2020
101120,20-01-2020,1356,07-03-2020
101121,07-01-2020,1626,14-02-2020
101122,30-01-2020,1181,22-02-2020
101123,03-01-2020,1637,12-02-2020
101124,21-01-2020,1640,08-03-2020
101125,04-01-2020,1241,15-02-2020
101126,09-01-2020,1205,07-03-2020
101127,09-01-2020,1530,13-02-2020
101128,08-01-2020,1305,21-02-2020
101129,22-01-2020,1021,12-03-2020
101130,21-01-2020,1118,01-02-2020
101131,11-01-2020,1275,15-02-2020
101132,26-01-2020,1412,23-03-2020
101133,22-01-2020,1539,19-02-2020
101134,19-01-2020,1068,16-03-2020
101135,06-01-2020,1556,09-02-2020
101136,19-01-2020,1406,09-03-2020
101137,08-01-2020,1535,15-01-2020
101138,21-01-2020,1412,31-01-2020
101139,20-01-2020,1239,06-02-2020
101140,14-01-2020,1563,23-02-2020
101141,15-01-2020,1322,28-02-2020
101142,17-01-2020,1254,01-02-2020
101143,05-01-2020,1409,19-01-2020
101144,10-01-2020,1445,08-02-2020
101145,07-01-2020,1441,25-02-2020
101146,13-01-2020,1421,25-01-2020
101147,27-01-2020,1599,27-02-2020
101148,04-01-2020,1188,22-02-2020
101149,20-01-2020,1063,01-03-2020
101150,04-01-2020,1648,21-01-2020
101151,20-01-2020,1118,07-03-2020
101152,04-01-2020,1287,27-01-2020
101153,12-01-2020,1213,01-02-2020
101154,30-01-2020,1418,20-02-2020
101155,08-01-2020,1011,20-01-2020
101156,15-01-2020,1331,15-03-2020
101157,13-01-2020,1307,19-02-2020
101158,02-01-2020,1189,08-02-2020
101159,31-01-2020,1400,14-03-2020
101160,27-01-2020,1611,07-02-2020
101161,13-01-2020,1191,11-03-2020
101162,05-01-2020,1611,17-02-2020
101163,24-01-2020,1570,16-02-2020
101164,20-01-2020,1102,31-01-2020
101165,13-01-2020,1223,08-02-2020
101166,09-01-2020,1391,25-02-2020
101167,11-01-2020,1491,07-02-2020
101168,28-01-2020,1210,05-03-2020
101169,10-01-2020,1274,02-02-2020
101170,06-01-2020,1478,20-01-2020
101171,03-01-2020,1589,05-02-2020
101172,31-01-2020,1409,22-02-2020
101173,06-01-2020,1237,06-02-2020
101174,05-01-2020,1359,11-02-2020
101175,01-01-2020,1154,26-02-2020
101176,15-01-2020,1515,04-02-2020
101177,11-01-2020,1066,31-01-2020
101178,19-01-2020,1132,26-01-2020
101179,29-01-2020,1249,25-03-2020
101180,08-01-2020,1105,17-01-2020
101181,23-01-2020,1269,27-02-2020
101182,31-01-2020,1435,22-03-2020
101183,04-01-2020,1083,15-02-2020
101184,25-01-2020,1378,11-03-2020
101185,21-01-2020,1523,18-02-2020
101186,13-01-2020,1244,15-02-2020
101187,31-01-2020,1358,08-02-2020
101188,25-01-2020,1191,16-03-2020
101189,26-01-2020,1553,24-02-2020
101190,10-01-2020,1190,12-02-2020
101191,12-01-2020,1328,15-02-2020
101192,16-01-2020,1469,14-03-2020
101193,29-01-2020,1376,25-03-2020
101194,20-01-2020,1572,15-03-2020
101195,12-01-2020,1276,25-02-2020
101196,19-01-2020,1401,31-01-2020
101197,09-01-2020,1447,23-02-2020
101198,19-01-2020,1169,04-03-2020
101199,08-01-2020,1027,14-02-2020
101200,15-01-2020,1504,05-02-2020
101201,17-01-2020,1110,10-03-2020
101202,02-01-2020,1038,25-02-2020
101203,06-01-2020,1100,20-02-2020
101204,08-01-2020,1571,08-02-2020
101205,19-01-2020,1164,19-02-2020
101206,21-01-2020,1242,16-02-2020
101207,17-01-2020,1623,06-02-2020
101208,02-01-2020,1170,31-01-2020
101209,13-01-2020,1092,17-02-2020
101210,16-01-2020,1401,01-03-2020
101211,16-01-2020,1595,17-02-2020
101212,16-01-2020,1290,12-03-2020
101213,03-01-2020,1344,14-02-2020
101214,09-01-2020,1513,29-01-2020
101215,02-01-2020,1221,27-02-2020
101216,07-01-2020,1459,30-01-2020
101217,04-01-2020,1309,16-02-2020
101218,06-01-2020,1403,17-01-2020
101219,23-01-2020,1288,11-03-2020
101220,24-01-2020,1114,07-02-2020
101221,19-01-2020,1615,10-02-2020
101222,21-01-2020,1314,30-01-2020
101223,01-01-2020,1056,04-02-2020
101224,29-01-2020,1168,28-02-2020
101225,27-01-2020,1437,17-02-2020
101226,21-01-2020,1312,18-03-2020
101227,30-01-2020,1065,29-02-2020
101228,21-01-2020,1063,23-02-2020
101229,13-01-2020,1552,21-02-2020
101230,20-01-2020,1167,22-02-2020
101231,08-01-2020,1025,03-03-2020
101232,24-01-2020,1616,23-02-2020
101233,30-01-2020,1076,28-03-2020
101234,02-01-2020,1533,12-02-2020
101235,05-01-2020,1623,03-02-2020
101236,13-01-2020,1105,29-02-2020
101237,16-01-2020,1434,21-02-2020
101238,17-01-2020,1484,25-01-2020
101239,20-01-2020,1447,28-02-2020
101240,04-01-2020,1641,02-02-2020
101241,13-01-2020,1550,27-02-2020
101242,11-01-2020,1134,31-01-2020
101243,09-01-2020,1560,01-02-2020
101244,30-01-2020,1571,25-02-2020
101245,01-01-2020,1543,16-01-2020
101246,07-01-2020,1014,18-01-2020
101247,20-01-2020,1342,31-01-2020
101248,07-01-2020,1298,20-01-2020
101249,26-01-2020,1339,15-02-2020
101250,26-01-2020,1545,27-02-2020
101251,22-01-2020,1166,19-03-2020
101252,20-01-2020,1061,06-03-2020
101253,17-01-2020,1390,02-02-2020
101254,10-01-2020,1591,25-02-2020
101255,24-01-2020,1432,01-02-2020
101256,03-01-2020,1645,22-02-2020
101257,03-01-2020,1436,18-02-2020
101258,19-01-2020,1259,19-02-2020
101259,07-01-2020,1506,19-02-2020
101260,28-01-2020,1061,25-03-2020
101261,24-01-2020,1071,18-02-2020
101262,25-01-2020,1532,12-03-2020
101263,11-01-2020,1335,24-02-2020
101264,03-01-2020,1009,06-02-2020
101265,24-01-2020,1134,22-03-2020
101266,24-01-2020,1556,08-02-2020
101267,01-01-2020,1121,17-01-2020
101268,14-01-2020,1129,26-02-2020
101269,27-01-2020,1297,18-02-2020
101270,13-01-2020,1155,21-02-2020
101271,12-01-2020,1502,23-02-2020
101272,09-01-2020,1208,16-02-2020
101273,14-01-2020,1634,06-03-2020
101274,29-01-2020,1239,23-02-2020
101275,23-01-2020,1370,18-02-2020
101276,19-01-2020,1242,19-02-2020
101277,14-01-2020,1220,11-02-2020
101278,08-01-2020,1529,30-01-2020
101279,03-01-2020,1113,23-02-2020
101280,27-01-2020,1442,28-02-2020
101281,15-01-2020,1569,07-02-2020
101282,06-01-2020,1512,28-02-2020
101283,03-01-2020,1178,26-02-2020
101284,04-01-2020,1555,23-01-2020
101285,25-01-2020,1461,17-03-2020
