Sr.no,Dealer,Product,FC
1361,1046,1740,272
1362,1531,2594,88
1363,1178,1575,152
1364,1469,2912,33
1365,1456,2289,143
1366,1598,2893,106
1367,1206,1149,126
1368,1593,2772,102
1369,1282,2257,78
1370,1432,2864,300
1371,1224,2632,64
1372,1148,2708,118
1373,1446,2980,169
1374,1025,2102,235
1375,1462,1613,275
1376,1415,1210,34
1377,1025,1045,19
1378,1258,2545,59
1379,1332,2288,211
1380,1306,1272,146
1381,1268,2793,158
1382,1352,2461,81
1383,1374,2202,181
1384,1190,1748,152
1385,1053,2459,242
1386,1124,2957,55
1387,1339,1270,107
1388,1327,2519,23
1389,1644,1456,2
1390,1632,1822,215
1391,1597,2541,267
1392,1454,2423,109
1393,1349,1077,221
1394,1582,1455,141
1395,1612,1718,234
1396,1295,1820,250
1397,1102,1662,20
1398,1490,1475,135
1399,1559,2079,264
1400,1313,2547,128
1401,1262,2826,239
1402,1099,1713,160
1403,1477,1746,200
1404,1616,1669,258
1405,1144,2220,91
1406,1412,2700,195
1407,1175,1473,219
1408,1407,1948,139
1409,1027,2338,121
1410,1371,1249,245
1411,1121,2828,66
1412,1182,2547,71
1413,1427,2176,106
1414,1076,1611,95
1415,1189,1746,168
1416,1309,2233,87
1417,1374,2154,30
1418,1316,2818,237
1419,1626,1614,62
1420,1085,1184,223
1421,1047,2138,12
1422,1505,1243,42
1423,1103,2355,169
1424,1207,2817,96
1425,1486,2397,209
1426,1491,1482,227
1427,1408,1866,137
1428,1038,1753,100
1429,1185,2568,3
1430,1359,2261,232
1431,1121,2912,242
1432,1539,2393,140
1433,1536,1074,201
1434,1199,2931,16
1435,1271,2635,184
1436,1426,2113,160
1437,1081,1080,278
1438,1467,2380,92
1439,1304,1074,209
1440,1393,2430,103
1441,1489,2053,130
1442,1092,2288,44
1443,1116,2718,235
1444,1518,1930,71
1445,1218,1906,102
1446,1234,2725,37
1447,1200,2327,205
1448,1602,1344,205
1449,1339,1609,283
1450,1119,2741,133
1451,1453,2418,138
1452,1209,1412,6
1453,1018,1329,197
1454,1242,2954,206
1455,1589,1790,108
1456,1413,1374,6
1457,1260,2671,62
1458,1073,1026,69
1459,1424,2187,200
1460,1225,1501,157
1461,1544,1346,137
1462,1277,2191,3
1463,1120,2235,200
1464,1536,2751,44
1465,1254,2826,239
1466,1567,2023,89
1467,1082,1978,296
1468,1206,2398,125
1469,1502,1791,166
1470,1014,2065,127
1471,1436,2756,212
1472,1311,1337,98
1473,1478,1266,126
1474,1243,1673,136
1475,1159,1031,272
1476,1561,1225,13
1477,1004,2281,239
1478,1375,2847,55
1479,1140,1008,92
1480,1626,2726,34
1481,1152,1965,282
1482,1402,1660,145
1483,1499,1052,255
1484,1338,1595,142
1485,1634,2933,243
1486,1590,2865,224
1487,1272,1403,36
1488,1031,2954,175
1489,1437,2081,35
1490,1235,2564,169
1491,1071,1668,52
1492,1298,1532,41
1493,1149,1622,251
1494,1120,1700,0
1495,1357,2563,183
1496,1158,1166,120
1497,1174,2507,211
1498,1086,2442,60
1499,1306,1830,73
1500,1559,1028,123
1501,1325,1791,261
1502,1391,1115,263
1503,1508,2991,246
1504,1320,1823,80
1505,1239,2688,245
1506,1029,1258,208
1507,1415,1787,28
1508,1317,1455,70
1509,1445,1237,23
1510,1449,1893,86
1511,1386,1520,103
1512,1626,1700,43
1513,1232,2826,157
1514,1389,1737,124
1515,1205,2383,280
1516,1585,1353,241
1517,1483,1980,77
1518,1135,2597,253
1519,1494,1579,169
1520,1006,2924,138
1521,1493,2220,6
1522,1092,2485,54
1523,1427,2845,253
1524,1119,1833,267
1525,1568,2013,43
1526,1292,1497,233
1527,1260,1377,68
1528,1259,1791,27
1529,1626,1006,32
1530,1631,2065,71
1531,1467,2751,67
1532,1425,2680,271
1533,1216,2115,295
1534,1538,2393,178
1535,1021,2875,189
1536,1378,1635,246
1537,1019,1047,30
1538,1602,2622,262
1539,1465,2596,14
1540,1626,2122,268
1541,1291,1451,158
1542,1265,1725,278
1543,1091,1999,97
1544,1241,2391,152
1545,1515,1061,86
1546,1484,2029,233
1547,1404,1203,165
1548,1309,1780,133
1549,1204,1541,159
1550,1210,2134,17
1551,1558,1739,145
1552,1548,1463,106
1553,1007,2351,247
1554,1384,1523,151
1555,1357,1805,100
1556,1030,2715,299
1557,1595,2739,146
1558,1436,2373,26
1559,1608,2619,239
1560,1189,1374,240
1561,1219,1703,98
1562,1105,2225,274
1563,1526,1559,221
1564,1229,1061,28
1565,1309,2689,196
1566,1219,1105,249
1567,1214,2030,196
1568,1105,1021,49
1569,1525,2436,110
1570,1379,1551,16
1571,1394,2312,111
1572,1283,2098,206
1573,1028,1139,161
1574,1019,1827,227
1575,1582,2546,223
1576,1570,1184,41
1577,1616,1176,203
1578,1031,2509,240
1579,1169,2027,264
1580,1576,2225,72
1581,1298,2329,249
1582,1255,1977,146
1583,1578,2119,105
1584,1577,2615,277
1585,1305,1497,292
1586,1495,1806,168
1587,1276,2798,68
1588,1120,2405,113
1589,1377,2597,234
1590,1032,1282,213
1591,1326,1971,211
1592,1003,1724,95
1593,1058,2137,57
1594,1501,1562,181
1595,1290,1958,39
1596,1304,1714,265
1597,1317,2338,242
1598,1606,2894,195
1599,1149,2996,50
1600,1022,2172,109
1601,1125,2714,257
1602,1233,1982,45
1603,1135,2820,191
1604,1298,1596,72
1605,1187,2264,149
1606,1546,1188,79
1607,1185,2093,76
1608,1029,1532,50
1609,1503,2803,37
1610,1242,1400,212
1611,1633,1234,11
1612,1537,2283,27
1613,1624,2795,107
1614,1079,1231,287
1615,1244,2059,154
1616,1591,2217,137
1617,1648,2349,76
1618,1203,2329,16
1619,1338,2977,106
1620,1563,1802,152
1621,1444,1720,221
1622,1646,2348,59
1623,1535,1560,68
1624,1017,1535,39
1625,1529,1341,103
1626,1420,2756,276
1627,1387,1532,179
1628,1636,1416,174
1629,1195,2060,44
1630,1194,2898,21
1631,1624,2955,178
1632,1365,1582,154
1633,1049,2267,273
1634,1129,1411,232
1635,1083,2718,80
1636,1246,1665,57
1637,1334,2286,121
1638,1198,2216,138
1639,1084,1605,105
1640,1508,1707,300
1641,1479,2987,18
1642,1310,1950,227
1643,1640,1760,201
1644,1505,1831,237
1645,1635,2294,283
1646,1610,1698,155
1647,1306,1294,111
1648,1432,2943,141
1649,1299,1945,136
1650,1495,2610,76
1651,1640,2948,221
1652,1050,2784,177
1653,1178,2092,229
1654,1128,1751,166
1655,1334,2284,49
1656,1588,1022,150
1657,1613,2418,268
1658,1198,2042,171
1659,1443,1045,88
1660,1275,1181,276
1661,1106,1842,139
1662,1118,1393,48
1663,1575,2748,141
1664,1021,2284,44
1665,1084,2709,263
1666,1338,1665,9
1667,1219,2462,23
1668,1597,2956,184
1669,1261,2003,167
1670,1258,2500,287
1671,1414,2567,237
1672,1229,1223,90
1673,1005,2056,56
1674,1513,2519,286
1675,1571,2738,205
1676,1560,2281,68
1677,1158,1356,260
1678,1620,2711,294
1679,1350,2324,60
1680,1367,1986,164
1681,1639,2068,253
1682,1039,2259,163
1683,1170,2522,44
1684,1424,2386,67
1685,1539,1111,6
1686,1569,2637,155
1687,1485,2384,162
1688,1278,1995,183
1689,1576,2970,128
1690,1477,2529,277
1691,1304,1957,13
1692,1309,1830,107
1693,1365,1556,232
1694,1526,2320,116
1695,1190,1858,248
1696,1625,1738,248
1697,1052,1257,236
1698,1096,1695,210
1699,1285,2912,95
1700,1221,2966,94
1701,1185,1533,96
1702,1055,2295,297
1703,1339,1122,131
1704,1472,1547,187
1705,1151,1875,138
1706,1275,2257,56
1707,1306,2941,182
1708,1154,1617,257
1709,1406,1419,111
1710,1496,2479,29
1711,1305,1978,17
1712,1259,2317,248
1713,1253,1830,243
1714,1154,1427,107
1715,1261,1248,293
1716,1022,1454,79
1717,1552,2432,243
1718,1624,1786,152
1719,1297,1284,149
1720,1290,1882,158
1721,1450,2399,8
1722,1100,2217,135
1723,1279,2529,5
1724,1131,1100,34
1725,1247,2032,140
1726,1336,1369,113
1727,1623,2424,120
1728,1152,1005,135
1729,1645,1898,209
1730,1626,2574,179
1731,1484,2060,218
1732,1641,2156,63
1733,1342,2657,52
1734,1051,1588,36
1735,1443,1708,6
1736,1127,1281,90
1737,1597,1704,98
1738,1140,1749,169
1739,1153,2784,68
1740,1456,1946,113
1741,1300,2879,139
1742,1019,1015,265
1743,1046,2317,7
1744,1612,1847,97
1745,1180,1379,64
1746,1521,2960,228
1747,1622,1390,24
1748,1180,1891,178
1749,1386,1564,61
1750,1212,2394,60
1751,1297,2857,233
1752,1410,2493,234
1753,1085,1039,294
1754,1319,1470,292
1755,1381,2807,102
1756,1569,1448,193
1757,1204,1066,30
1758,1339,2083,87
1759,1440,1743,114
1760,1538,1187,197
1761,1568,2935,270
1762,1568,2336,250
1763,1613,2601,239
1764,1126,1228,127
1765,1395,1936,202
1766,1615,2366,176
1767,1240,2582,9
1768,1049,2195,5
1769,1212,2448,160
1770,1065,1783,289
1771,1216,1443,148
1772,1191,2304,1
1773,1193,2492,145
1774,1041,1476,220
1775,1398,2083,41
1776,1322,2996,138
1777,1629,2834,9
1778,1353,1951,218
1779,1284,1340,183
1780,1393,3000,234
1781,1505,2827,62
1782,1140,2916,101
1783,1630,1368,85
1784,1233,1704,5
1785,1529,2014,205
1786,1361,1870,297
1787,1130,2847,245
1788,1625,2371,257
1789,1460,1902,25
1790,1135,2111,30
1791,1436,1368,195
1792,1617,2695,131
1793,1613,2979,92
1794,1492,2772,176
1795,1516,1623,96
1796,1547,2500,100
1797,1289,1366,212
1798,1124,1370,285
1799,1280,1336,143
1800,1058,2927,33
1801,1483,1747,120
1802,1368,1569,169
1803,1151,1688,208
1804,1354,2385,272
1805,1513,1709,240
1806,1222,2061,283
1807,1189,1703,258
1808,1461,1460,264
1809,1648,2662,57
1810,1368,2741,121
1811,1523,1601,231
1812,1625,2430,16
1813,1433,1874,209
1814,1007,1261,254
1815,1290,2051,267
1816,1625,2840,245
1817,1151,2394,165
1818,1486,1274,288
1819,1335,1853,181
1820,1280,2738,151
1821,1329,1106,296
1822,1524,2936,129
1823,1283,2526,153
1824,1633,1826,116
1825,1072,2457,287
1826,1093,2224,79
1827,1449,1422,38
1828,1331,2312,17
1829,1570,1577,198
1830,1574,1015,36
1831,1399,1913,101
1832,1386,2635,98
1833,1407,2027,141
1834,1269,1764,214
1835,1205,1766,172
1836,1428,1350,37
1837,1077,1154,99
1838,1066,2596,262
1839,1576,2461,287
1840,1063,1399,122
1841,1312,1528,0
1842,1528,1197,55
1843,1462,1333,66
1844,1072,1803,159
1845,1047,1828,136
1846,1330,2360,110
1847,1312,2340,283
1848,1104,2487,16
1849,1223,2324,300
1850,1434,1427,26
1851,1504,2110,156
1852,1518,2993,110
1853,1249,1350,275
1854,1197,2290,26
1855,1023,1650,39
1856,1093,2082,59
1857,1599,1800,280
1858,1343,2977,289
1859,1386,2694,153
1860,1280,1727,227
1861,1171,2112,80
1862,1132,1374,90
1863,1379,1661,144
1864,1481,1538,73
1865,1487,1408,230
1866,1058,2939,243
1867,1396,1489,107
1868,1041,2941,144
1869,1588,1072,198
1870,1130,1975,96
1871,1245,1020,80
1872,1260,1418,58
1873,1551,1462,285
1874,1212,2230,209
1875,1624,1652,109
1876,1179,2638,150
1877,1120,2656,147
1878,1405,2070,127
1879,1307,1143,2
1880,1230,1643,200
1881,1398,2261,94
1882,1111,1580,21
1883,1117,2987,38
1884,1278,1178,226
1885,1591,1117,294
1886,1248,2213,211
1887,1116,2371,0
1888,1332,1514,282
1889,1302,1023,120
1890,1049,2291,260
1891,1623,2071,94
1892,1387,1700,260
1893,1271,1489,92
1894,1136,1565,200
1895,1082,2042,154
1896,1195,2440,79
1897,1493,2894,246
1898,1595,1722,55
1899,1626,1574,12
1900,1153,1315,57
1901,1385,1061,299
1902,1574,1723,185
1903,1042,1979,158
1904,1332,1940,300
1905,1327,1853,263
1906,1183,1271,258
1907,1507,2009,158
1908,1144,2447,211
1909,1008,1948,84
1910,1016,1064,76
1911,1038,1774,292
1912,1065,2507,134
1913,1610,1023,123
1914,1170,2440,269
1915,1213,2928,290
1916,1333,2949,149
1917,1056,2328,86
1918,1046,2977,156
1919,1381,1723,72
1920,1337,2897,227
1921,1132,2723,136
1922,1234,2686,243
1923,1414,1479,171
1924,1046,1276,139
1925,1238,1558,224
1926,1583,2798,29
1927,1053,2911,74
1928,1135,2122,224
1929,1335,2149,193
1930,1364,2821,210
1931,1513,2200,28
1932,1507,2382,35
1933,1314,2352,123
1934,1457,1750,65
1935,1433,2930,209
1936,1185,2527,82
1937,1491,2115,59
1938,1060,2945,44
1939,1610,2242,266
1940,1301,2087,130
1941,1472,1231,294
1942,1190,2835,10
1943,1056,2378,47
1944,1129,1318,33
1945,1240,2967,267
1946,1133,2773,199
1947,1417,1084,157
1948,1566,2449,64
1949,1314,2511,83
1950,1182,1638,249
1951,1605,1160,247
1952,1058,1245,256
1953,1567,1163,157
1954,1052,2556,244
1955,1210,1901,245
1956,1510,2727,153
1957,1549,1459,35
1958,1154,2852,18
1959,1012,1598,194
1960,1518,1093,161
1961,1429,2261,248
1962,1252,1355,245
1963,1187,2194,197
1964,1508,2723,199
1965,1469,2165,119
1966,1485,1610,293
1967,1408,2266,12
1968,1128,1737,55
1969,1188,1851,268
1970,1235,2467,57
1971,1369,2987,20
1972,1026,2239,163
1973,1022,2703,182
1974,1063,1532,177
1975,1094,2664,175
1976,1546,2358,189
1977,1526,2403,8
1978,1223,2012,69
1979,1106,2964,184
1980,1287,2861,27
1981,1534,2909,80
1982,1275,1852,269
1983,1426,2748,220
1984,1518,1183,50
1985,1103,1867,284
1986,1530,2164,131
1987,1214,2844,74
1988,1363,1508,223
1989,1050,1489,260
1990,1094,2558,284
1991,1086,2393,208
1992,1102,1440,210
1993,1418,2774,8
1994,1249,2973,105
1995,1497,1389,287
1996,1586,2419,196
1997,1394,2168,158
1998,1308,2982,293
1999,1165,1201,192
2000,1222,2641,50
2001,1294,2344,18
2002,1504,1200,160
2003,1131,1432,251
2004,1240,2089,167
2005,1306,1675,37
2006,1318,1879,265
2007,1235,2816,101
2008,1525,2842,1
2009,1017,1653,257
2010,1170,2310,206
2011,1123,1862,168
2012,1039,1396,91
2013,1377,2025,120
2014,1184,1088,28
2015,1572,1499,157
2016,1616,2774,115
2017,1401,1764,70
2018,1622,2562,288
2019,1621,1790,12
2020,1074,2073,185
2021,1462,1780,193
2022,1489,1053,179
2023,1337,1139,255
2024,1076,1798,112
2025,1173,2979,150
2026,1012,2522,1
2027,1063,2386,137
2028,1016,1418,2
2029,1306,2957,38
2030,1069,2145,262
2031,1646,2530,179
2032,1343,2350,166
2033,1286,2060,246
2034,1473,2985,7
2035,1286,2882,165
2036,1028,1141,66
2037,1339,2425,90
2038,1520,2075,296
2039,1419,2143,161
2040,1380,1694,126
2041,1341,2380,31
2042,1330,2373,171
2043,1145,2717,74
2044,1177,2979,202
2045,1383,2389,277
2046,1491,1760,70
2047,1071,1575,293
2048,1353,1339,207
2049,1599,2160,193
2050,1345,1989,230
2051,1356,2719,189
2052,1056,2933,284
2053,1250,2039,160
2054,1179,1666,140
2055,1614,2241,192
2056,1626,1245,158
2057,1151,2368,74
2058,1373,1492,268
2059,1427,1612,79
2060,1494,1096,21
2061,1020,2695,118
2062,1253,1748,141
2063,1325,1548,261
2064,1385,1488,59
2065,1515,2206,251
2066,1608,2105,101
2067,1449,1458,195
2068,1247,1170,267
2069,1175,1045,262
2070,1337,2596,171
2071,1215,1571,216
2072,1248,1110,41
2073,1250,1714,72
2074,1407,1363,168
2075,1356,2759,40
2076,1176,2743,145
2077,1326,2817,159
2078,1121,2899,287
2079,1314,1671,294
2080,1037,1213,85
2081,1302,1904,224
2082,1160,1616,185
2083,1091,2365,129
2084,1518,1019,101
2085,1601,2437,202
2086,1465,1474,265
2087,1538,1115,134
2088,1599,2272,68
2089,1568,1635,75
2090,1034,2924,41
2091,1435,1464,127
2092,1084,2189,123
2093,1488,1346,8
2094,1521,1841,19
2095,1485,1932,228
2096,1561,1422,286
2097,1138,2537,39
2098,1103,1686,216
2099,1203,2379,72
2100,1427,2123,213
2101,1552,2007,82
2102,1500,2726,194
2103,1191,1637,264
2104,1084,1798,9
2105,1634,1632,217
2106,1336,1590,182
2107,1244,2826,96
2108,1519,1021,14
2109,1213,2534,208
2110,1250,1014,265
2111,1162,2759,199
2112,1423,2206,23
2113,1238,1657,29
2114,1098,1450,163
2115,1408,1421,66
2116,1144,2525,155
2117,1205,1892,67
2118,1133,1797,166
2119,1632,2842,131
2120,1174,1936,102
2121,1397,1203,154
2122,1117,1541,186
2123,1119,2947,154
2124,1650,1610,106
2125,1332,2650,149
2126,1054,1113,26
2127,1035,1507,39
2128,1407,2150,287
2129,1218,1687,38
2130,1450,2765,53
2131,1409,1414,157
2132,1567,2459,62
2133,1323,2586,208
2134,1006,1008,257
2135,1257,2251,29
2136,1032,2098,34
2137,1115,2928,269
2138,1182,2304,255
2139,1024,2111,285
2140,1163,2875,283
2141,1177,2834,8
2142,1462,1337,270
2143,1210,1983,230
2144,1388,1093,41
2145,1599,2333,130
2146,1367,1582,246
2147,1008,1109,86
2148,1453,1110,174
2149,1110,2706,43
2150,1204,1250,172
2151,1384,2367,116
2152,1554,1637,66
2153,1550,1970,182
2154,1408,1661,98
2155,1199,2617,136
2156,1159,1245,159
2157,1338,2435,84
2158,1314,2013,172
2159,1580,2832,263
2160,1100,2891,295
2161,1204,2571,135
2162,1605,2632,223
2163,1166,1635,149
2164,1521,2048,253
2165,1328,2248,174
2166,1635,1192,279
2167,1310,2082,281
2168,1305,2954,139
2169,1054,1733,71
2170,1340,2501,160
2171,1263,2639,24
2172,1218,1342,232
2173,1562,2764,140
2174,1485,1947,128
2175,1531,2041,74
2176,1468,2309,228
2177,1218,1357,73
2178,1587,1956,49
2179,1216,1788,31
2180,1544,2309,249
2181,1503,2119,84
2182,1518,1510,161
2183,1477,1040,178
2184,1339,2553,66
2185,1619,2037,161
2186,1649,2389,45
2187,1099,1862,58
2188,1471,1080,113
2189,1109,2293,293
2190,1398,1194,44
2191,1635,1894,194
2192,1190,1924,12
2193,1491,2489,48
2194,1175,2033,42
2195,1484,1927,32
2196,1280,1173,26
2197,1570,2461,108
2198,1150,2218,67
2199,1649,2739,227
2200,1509,2198,228
2201,1327,1796,136
2202,1227,1605,264
2203,1502,2358,101
2204,1507,1761,63
2205,1598,2388,246
2206,1375,2934,108
2207,1414,2722,12
2208,1471,1065,252
2209,1490,1950,280
2210,1377,1799,270
2211,1197,2560,63
2212,1608,2381,216
2213,1311,2951,140
2214,1098,1393,55
2215,1473,2711,152
2216,1575,1126,92
2217,1460,1723,63
2218,1157,2357,78
2219,1406,2593,166
2220,1014,2582,18
2221,1316,1001,112
2222,1545,1783,90
2223,1274,1817,162
2224,1009,2501,104
2225,1569,1683,187
2226,1567,2037,188
2227,1238,2276,190
2228,1513,2354,268
2229,1123,1695,248
2230,1374,1928,209
2231,1191,2764,82
2232,1452,2656,71
2233,1501,2435,298
2234,1146,2359,218
2235,1186,1099,179
2236,1192,2874,250
2237,1302,2521,236
2238,1636,2034,281
2239,1386,2243,157
2240,1624,1150,23
2241,1435,1559,36
2242,1483,2897,232
2243,1367,2899,235
2244,1018,1726,149
2245,1120,2340,276
2246,1162,2419,86
2247,1160,2059,210
2248,1352,1337,137
2249,1200,2554,91
2250,1241,1913,134
2251,1445,1560,92
2252,1489,2707,79
2253,1007,2078,278
2254,1230,1177,273
2255,1458,1863,90
2256,1012,1327,36
2257,1490,2654,121
2258,1015,2328,75
2259,1306,2533,242
2260,1536,1936,189
2261,1362,1143,88
2262,1337,2488,190
2263,1386,2945,93
2264,1102,1230,11
2265,1250,1365,0
2266,1414,2300,219
2267,1174,1718,290
2268,1574,2586,137
2269,1338,2351,89
2270,1500,1441,194
2271,1057,2304,1
2272,1115,2418,219
2273,1590,1937,246
2274,1539,1039,267
2275,1308,2200,281
2276,1456,2813,75
2277,1344,2566,58
2278,1170,2470,46
2279,1183,1472,224
2280,1511,2402,196
2281,1145,2552,66
2282,1510,2424,80
2283,1486,1256,241
2284,1483,1639,43
2285,1042,2361,116
2286,1001,2987,125
2287,1321,1051,150
2288,1633,2395,85
2289,1011,2513,12
2290,1163,1556,26
2291,1049,1366,66
2292,1397,2370,260
2293,1174,1008,174
2294,1340,2811,298
2295,1110,1708,123
2296,1607,2590,200
2297,1528,2694,172
2298,1287,1053,82
2299,1530,1431,239
2300,1249,2282,229
2301,1537,1108,186
2302,1591,1642,212
2303,1439,1312,209
2304,1252,1021,240
2305,1340,2502,173
2306,1023,1524,215
2307,1424,1678,101
2308,1472,1852,216
2309,1311,2269,26
2310,1282,2134,41
2311,1628,1188,108
2312,1308,2586,74
2313,1141,2690,240
2314,1267,2523,25
2315,1020,2793,271
2316,1317,1322,213
2317,1360,1554,182
2318,1601,2784,211
2319,1583,1639,193
2320,1039,1520,41
2321,1525,2467,79
2322,1172,1918,138
2323,1649,2232,158
2324,1343,1969,261
2325,1533,2313,171
2326,1327,1033,270
2327,1027,1492,145
2328,1092,1584,300
2329,1197,1737,138
2330,1175,1721,215
2331,1054,1356,108
2332,1176,2433,48
2333,1351,2149,227
2334,1012,1629,248
2335,1065,1740,39
2336,1101,1204,58
2337,1371,2354,168
2338,1540,1696,94
2339,1569,1101,123
2340,1644,1917,263
2341,1216,2479,116
2342,1104,2195,261
2343,1192,2640,96
2344,1206,2025,129
2345,1518,2500,178
2346,1325,2381,153
2347,1516,1307,53
2348,1574,2084,220
